id,japones,hiragana,romaji,traduccion
4635,119番,ひゃくじゅうきゅうばん,hyakujuukyuuban,Número 119 (bomberos / ambulancia)
4636,避難する,ひなんする,hinan suru,Evacuar / Refugiarse
4637,避難場所,ひなんばしょ,hinan basho,Lugar de evacuación / Refugio
4638,非常口,ひじょうぐち,hijouguchi,Salida de emergencia
4639,警告,けいこく,keikoku,Advertencia
4640,注意,ちゅうい,chuui,Atención / Cuidado
4641,禁止,きんし,kinshi,Prohibición
4644,解決する,かいけつする,kaiketsu suru,Resolver / Solucionar
4645,対処する,たいしょする,taisho suru,Manejar / Lidiar con (un problema)
4648,報告する,ほうこくする,houkoku suru,Informar / Reportar
4649,15.,,Naturaleza,Detallada (自然 - 詳細 - Shizen - Shousai)
4650,Plantas,,-,Shokubutsu)
4651,植物,しょくぶつ,shokubutsu,Planta
4655,松,まつ,matsu,Pino
4656,杉,すぎ,sugi,Cedro japonés
4657,竹,たけ,take,Bambú
4658,桜,さくら,sakura,Cerezo (flor)
4659,梅,うめ,ume,Ciruelo (flor o fruto)
4660,紅葉,もみじ,momiji,Arce japonés / Hojas de otoño
4665,茎,くき,kuki,Tallo
4666,枝,えだ,eda,Rama
4667,種,たね,tane,Semilla
4668,実,み,mi,Fruto / Baya
4669,キノコ,きのこ,kinoko,Seta / Hongo
4670,苔,こけ,koke,Musgo
4671,Animales,,-,Doubutsu)
4673,哺乳類,ほにゅうるい,honyuurui,Mamífero
4676,鼠,ねずみ,nezumi,Ratón / Rata
4677,牛,うし,ushi,Vaca / Buey
4678,馬,うま,uma,Caballo
4679,豚,ぶた,buta,Cerdo
4680,羊,ひつじ,hitsuji,Oveja
4681,猿,さる,saru,Mono
4682,鹿,しか,shika,Ciervo
4683,熊,くま,kuma,Oso
4684,狐,きつね,kitsune,Zorro
4685,狸,たぬき,tanuki,Tanuki / Perro mapache
4686,兎,うさぎ,usagi,Conejo
4688,鶏,にわとり,niwatori,Pollo / Gallina
4689,鳩,はと,hato,Paloma
4690,烏,からす,karasu,Cuervo
4691,雀,すずめ,suzume,Gorrión
4692,鴨,かも,kamo,Pato
4693,白鳥,はくちょう,hakuchou,Cisne
4695,鯉,こい,koi,Carpa
4696,金魚,きんぎょ,kingyo,Pez dorado
4697,イルカ,いるか,iruka,Delfín
4698,鯨,くじら,kujira,Ballena
4700,蟻,あり,ari,Hormiga
4701,蜂,はち,hachi,Abeja / Avispa
4702,蝶,ちょう,chou,Mariposa
4703,蚊,か,ka,Mosquito
4704,蠅,はえ,hae,Mosca
4705,蜘蛛,くも,kumo,Araña
4706,蝉,せみ,semi,Cigarra
4707,トンボ,とんぼ,tonbo,Libélula
4708,カブトムシ,かぶとむし,kabutomushi,Escarabajo rinoceronte japonés
4709,爬虫類,はちゅうるい,hachuurui,Reptil
4710,蛇,へび,hebi,Serpiente
4711,蛙,かえる,kaeru,Rana
4712,亀,かめ,kame,Tortuga
4713,ペット,ぺっと,petto,Mascota
4714,野生動物,やせいどうぶつ,yasei doubutsu,Animal salvaje
4715,16.,,Compras,Detalladas (買い物 - 詳細 - Kaimono - Shousai) Tipos de T iendas
4716,店 (みせ) / お店,おみせ,mise / omise,Tienda
4717,商店街,しょうてんがい,shoutengai,Calle comercial / Área comercial
4718,市場,いちば / しじょう,ichiba / shijou,Mercado
4719,スーパーマーケット / スーパー,すーぱーまーけっと / すーぱー,suupaamaaketto / suupaa,Supermercado
4720,コンビニエンスストア / コンビニ,こんびにえんすすとあ / こんびに,konbiniensu sutoa / konbini,Tienda de conveniencia (24h)
4721,デパート / 百貨店,ひゃっかてん,depaato / hyakkaten,Grandes almacenes
4722,ドラッグストア,どらっぐすとあ,doraggusutoa,"Farmacia / Droguería (vende cosméticos, etc.)"
4728,文房具屋,ぶんぼうぐや,bunbouguya,Papelería
4730,りょうはんてん)denkiya /,,kaden ryouhanten,Tienda de electrodomésticos
4731,家具屋,かぐや,kaguya,Mueblería
4732,洋服屋,ようふくや,youfukuya / butikku,Tienda de ropa / Boutique
4733,靴屋,くつや,kutsuya,Zapatería
4734,おもちゃ屋,おもちゃや,omochaya,Juguetería
4735,土産物屋,みやげものや,miyagemonoya,Tienda de souvenirs Acciones y Relacionados
4737,買い物をする,かいものをする,kaimono o suru,hacer la compra / Ir de compras
4738,商品,しょうひん,shouhin,Producto / Mercancía
4739,品物,しなもの,shinamono,Artículo / Mercancía
4740,値段 (ねだん) / 価格,かかく,nedan / kakaku,Precio
4741,定価,ていか,teika,Precio fijo / Precio de lista
4743,セール / 特売,とくばい,seeru / tokubai,Rebajas / Oferta especial
4745,税込,ぜいこみ,zeikomi,Impuestos incluidos
4746,税抜,ぜいぬき,zeinuki,Sin impuestos / Antes de impuestos
4749,お客さん (おきゃくさん) / 客,きゃく,okyakusan / kyaku,Cliente
4751,試着室,しちゃくしつ,shichakushitsu,Probador
4752,サイズ,さいず,saizu,Talla / Tamaño
4758,支払う,はらう,harau,Pagar
4759,現金で払う,げんきんではらう,genkin de harau,Pagar en efectivo
4760,カードで払う,カードではらう,kaado de harau,Pagar con tarjeta
4761,お釣り,おつり,otsuri,Cambio / V uelta (dinero)
4762,レシート,れしーと,reshiito,Recibo / Ticket
4765,レジ袋,レジぶくろ,rejibukuro,"Bolsa de la compra (de plástico, etc.)"
4766,返品する,へんぴんする,henpin suru,Devolver (un producto)
4767,交換する,こうかんする,koukan suru,Cambiar (un producto por otro)
4768,在庫,ざいこ,zaiko,Stock / Existencias
4769,売り切れ,うりきれ,urikire,Agotado / V endido
4770,見本,みほん,mihon / sanpuru,Muestra
4771,ウィンドウショッピング,うぃんどうしょっぴんぐ,uindoushoppingu,Mirar escaparates
4772,ングtsuuhan /,,onrain shoppingu,Venta por correo / Compras online
4773,17.,,Eventos y,Festivales (イベントと祭り - Ibento to Matsuri)
4774,イベント,いべんと,ibento,Evento
4775,祭り,まつり,matsuri,Festival
4776,祝日 (しゅくじつ) / 祭日,さいじつ,shukujitsu / saijitsu,Día festivo / Fiesta nacional
4777,お正月,おしょうがつ,oshougatsu,Año Nuevo
4778,元旦,がんたん,gantan,Día de Año Nuevo (1 de enero)
4779,成人の日,せいじんのひ,seijin no hi,Día de la Mayoría de Edad
4780,節分,せつぶん,setsubun,Setsubun (festival de lanzamiento de judías)
4781,バレンタインデー,ばれんたいんでー,barentaindee,Día de San V alentín
4782,ひな祭り,ひなまつり,hinamatsuri,Festival de las Muñecas (para niñas)
4783,ホワイトデー,ほわいとでー,howaitodee,White Day (14 de marzo)
4784,お花見,おはなみ,ohanami,Contemplación de los cerezos en flor
4785,ゴールデンウィーク,ごーるでんうぃーく,gooruden wiiku,Golden W eek (semana de vacaciones a finales de abril / principios de mayo)
4786,子供の日,こどものひ,kodomo no hi,Día de los Niños (5 de mayo)
4787,母の日,ははのひ,haha no hi,Día de la Madre
4788,父の日,ちちのひ,chichi no hi,Día del Padre
4789,七夕,たなばた,tanabata,Festival de las Estrellas (7 de julio)
4790,お盆,おぼん,obon,Obon (festival budista de los antepasados)
4791,敬老の日,けいろうのひ,keirou no hi,Día del Respeto a los Mayores
4792,お月見,おつきみ,otsukimi,Contemplación de la luna (en otoño)
4793,ハロウィン,はろうぃん,harowin,Halloween
4794,七五三,しちごさん,shichigosan,"Festival para niños de 3, 5 y 7 años"
4796,大晦日,おおみそか,oomisoka,Nochevieja
4798,結婚式,けっこんしき,kekkonshiki,Boda
4799,お葬式,おそうしき,osoushiki,Funeral
4802,展示会,てんじかい,tenjikai,Exposición
4803,花火大会,はなびたいかい,hanabi taikai,Festival de fuegos artificiales
4804,屋台,やたい,yatai,Puesto de comida callejero (en festivales)
4805,神輿,みこし,mikoshi,Santuario portátil (llevado en festivales)
4807,伝統,でんとう,dentou,Tradición
4808,習慣,しゅうかん,shuukan,Costumbre / Hábito
4810,祝う,いわう,iwau,Celebrar / Felicitar
4813,準備する,じゅんびする,junbi suru,Preparar
4814,飾る,かざる,kazaru,Decorar / Adornar
4815,集まる,あつまる,atsumaru,Reunirse / Juntarse
4816,18.,,Medios de,Comunicación (メディア - Media)
4817,メディア,めでぃあ,media,Medios de comunicación
4819,テレビ番組,テレビばんぐみ,terebi bangumi,Programa de televisión
4823,バラエティ番組,バラエティばんぐみ,baraeti bangumi,Programa de variedades
4824,ドキュメンタリー,どきゅめんたりー,dokyumentarii,Documental
4826,コマーシャル /,こまーしゃる /,CM,(シーエム) komaasharu / shii emu Anuncio / Comercial (TV)
4828,リモコン,りもこん,rimokon,Mando a distancia
4829,録画する,ろくがする,rokuga suru,Grabar (un programa)
4831,ラジオ番組,ラジオばんぐみ,rajio bangumi,Programa de radio
4834,記事,きじ,kiji,"Artículo (de periódico, revista)"
4835,広告,こうこく,koukoku,Publicidad / Anuncio
4837,小説,しょうせつ,shousetsu,Novela
4840,ウェブサイト,うぇぶさいと,webusaito,Sitio web
4843,情報,じょうほう,jouhou,Información
4844,報道,ほうどう,houdou,Noticia / Reportaje / Cobertura mediática
4845,ジャーナリスト,じゃーなりすと,jaanarisuto,Periodista
4846,記者,きしゃ,kisha,Reportero / Periodista
4847,出版社,しゅっぱんしゃ,shuppansha,Editorial
4848,放送局,ほうそうきょく,housoukyoku,Emisora / Estación (de radio o TV)
4849,視聴者,しちょうしゃ,shichousha,Espectador / Audiencia (TV)
4850,読者,どくしゃ,dokusha,Lector
4851,リスナー,りすなー,risunaa,Oyente (radio)
4852,購読する,こうどくする,koudoku suru,"Suscribirse (a periódico, revista)"
4853,インタビュー,いんたびゅー,intabyuu,Entrevista
4854,特集,とくしゅう,tokushuu,Reportaje especial / Artículo destacado
4855,コラム,こらむ,koramu,Columna (de opinión)
4856,見出し,みだし,midashi,Titular
4857,生放送,なまほうそう,namahousou,Emisión en directo / En vivo
4858,字幕,じまく,jimaku,Subtítulos
4859,吹き替え,ふきかえ,fukikae,Doblaje
4860,影響,えいきょう,eikyou,Influencia / Impacto
4861,人気,にんき,ninki,Popularidad
4862,話題,わだい,wadai,Tema de conversación / Asunto de actualidad
4863,19.,,T areas,Domésticas (家事 - Kaji)
4864,家事,かじ,kaji,Tareas domésticas
4866,掃除機をかける,そうじきをかける,soujiki o kakeru,Pasar la aspiradora
4867,拭く,ふく,fuku,Limpiar / Frotar / Secar (con un paño)
4868,床を拭く,ゆかをふく,yuka o fuku,Fregar el suelo
4869,片付ける,かたづける,katazukeru,Ordenar / Recoger
4870,整理する,せいりする,seiri suru,Organizar
4871,ゴミを出す,ゴミをだす,gomi o dasu,Sacar la basura
4872,ゴミを分別する,ゴミをぶんべつする,gomi o bunbetsu suru,Separar la basura
4873,洗濯する,せんたくする,sentaku suru,Lavar la ropa / hacer la colada
4874,洗濯物,せんたくもの,sentakumono,Ropa para lavar / Colada
4875,洗濯物を干す,せんたくものをほす,sentakumono o hosu,Tender la ropa
4876,こむ)sentakumono,,o torikomu,Recoger la ropa tendida
4877,洗濯物を畳む,せんたくものをたたむ,sentakumono o tatamu,Doblar la ropa
4878,アイロンをかける,,airon o kakeru,Planchar
4879,食器を洗う,しょっきをあらう,shokki o arau,Lavar los platos
4880,皿洗い,さらあらい,sara arai,Fregar los platos (la acción)
4882,ご飯を炊く,ごはんをたく,gohan o taku,Cocer arroz
4884,布団を干す,ふとんをほす,futon o hosu,Airear el futón
4885,シーツを替える,シーツをかえる,shiitsu o kaeru,Cambiar las sábanas
4886,窓を拭く,まどをふく,mado o fuku,Limpiar las ventanas
4887,る)niwa,,no teire o suru,Cuidar el jardín
4888,草むしりをする,くさむしりをする,kusamushiri o suru,Quitar las malas hierbas
4889,水をやる,みずをやる,mizu o yaru,Regar (las plantas)
4890,る)petto,,no sewa o suru,Cuidar de la mascota
4891,犬の散歩をする,いぬのさんぽをする,inu no sanpo o suru,Pasear al perro
4893,電球を替える,でんきゅうをかえる,denkyuu o kaeru,Cambiar una bombilla
4895,分担する,ぶんたんする,buntan suru,Repartir / Compartir (tareas)
4896,面倒くさい,めんどうくさい,mendoukusai,Fastidioso / Engorroso / Que da pereza
4899,きれい好き,きれいずき,kireizuki,Amante de la limpieza / Ordenado
4900,家事代行,かじだいこう,kaji daikou,Servicio de limpieza / Asistencia doméstica
4901,20.,,V erbos y,Expresiones Adicionales (その他の動詞と表現 - Sonota no Doushi to Hyougen)
4902,見える,みえる,mieru,Ser visible / Poder ver
4903,聞こえる,きこえる,kikoeru,Ser audible / Poder oír
4904,感じる,かんじる,kanjiru,Sentir
4905,匂いがする,においがする,nioi ga suru,Oler (desprender olor)
4906,味がする,あじがする,aji ga suru,Saber a / Tener sabor a
4907,触る,さわる,sawaru,Tocar
4908,動く,うごく,ugoku,Moverse
4909,動かす,うごかす,ugokasu,Mover (algo)
4911,止める,とめる,tomeru,Parar / Detener (algo)
4912,変わる,かわる,kawaru,Cambiar (intransitivo)
4913,変える,かえる,kaeru,Cambiar (algo)
4914,直る,なおる,naoru,Arreglarse / Corregirse / Curarse
4915,直す,なおす,naosu,Arreglar / Corregir / Curar (algo)
4916,育つ,そだつ,sodatsu,Crecer / Criarse
4917,育てる,そだてる,sodateru,Criar / Educar / Cultivar
4918,増える,ふえる,fueru,Aumentar / Incrementar (intransitivo)
4919,増やす,ふやす,fuyasu,Aumentar / Incrementar (algo)
4920,減る,へる,heru,Disminuir / Reducirse (intransitivo)
4921,減らす,へらす,herasu,Disminuir / Reducir (algo)
4922,続く,つづく,tsuzuku,Continuar / Seguir (intransitivo)
4923,続ける,つづける,tsuzukeru,Continuar / Seguir (algo)
4924,残る,のこる,nokoru,Quedar / Sobrar
4925,残す,のこす,nokosu,Dejar / Dejar sobrante
4926,決まる,きまる,kimaru,Decidirse / Quedar decidido
4927,決める,きめる,kimeru,Decidir
4928,見つかる,みつかる,mitsukaru,Encontrarse / Ser encontrado
4929,見つける,みつける,mitsukeru,Encontrar
4933,分ける,わける,wakeru,Separar / Dividir / Repartir
4934,間に合う,まにあう,maniau,Llegar a tiempo
4935,遅れる,おくれる,okureru,Retrasarse / Llegar tarde
4936,進む,すすむ,susumu,Avanzar / Progresar
4937,慣れる,なれる,nareru,Acostumbrarse
4942,謝る,あやまる,ayamaru,Disculparse / Pedir perdón
4944,賛成する,さんせいする,sansei suru,Estar de acuerdo
4945,反対する,はんたいする,hantai suru,Oponerse / Estar en contra
4946,信じる,しんじる,shinjiru,Creer / Confiar
4947,疑う,うたがう,utagau,Dudar / Sospechar
4948,確かめる,たしかめる,tashikameru,Confirmar / Asegurarse
4949,比べる,くらべる,kuraberu,Comparar
4950,経験する,けいけんする,keiken suru,Experimentar
4951,成功する,せいこうする,seikou suru,Tener éxito
4952,失敗する,しっぱいする,shippai suru,Fracasar / Fallar
4956,伝える,つたえる,tsutaeru,Transmitir / Comunicar
4957,守る,まもる,mamoru,"Proteger / Defender / Cumplir (promesa, regla)"
4958,破る,やぶる,yaburu,"Romper (papel, promesa, regla) / Derrotar"
4959,役に立つ,やくにたつ,yaku ni tatsu,Ser útil / Servir
4960,気をつける,きをつける,ki o tsukeru,Tener cuidado
4961,無理をする,むりをする,muri o suru,Excederse / Forzarse
4962,~てみる ~te,,miru,Intentar hacer ~ / Probar a hacer ~
4963,~てしまう ~te,,shimau,Acabar haciendo ~ (lamentablemente o completamente)
4964,~ておく ~te,,oku,hacer ~ de antemano / Dejar ~ como está
4965,~てあげる / ~ てくれる / ~ てもらう ~te,,ageru,~te kureru / ~te morau hacer ~ (favor) por / para alguien / recibir el favor de ~
4966,~そうだ,apariencia,da,Parecer ~ / Tener pinta de ~
4967,~そうだ,oído,da,He oído que ~ / Dicen que ~
4968,~らしい ~rashii,,Parecer,~ / Ser típico de ~ / Oír que ~
4969,~ようだ / ~ みたいだ ~you,,da,~mitai da Parecer ~ / Ser como ~
4970,~はずだ ~hazu,,da,Se supone que ~ / Debería ~ (expectativa lógica)
4971,~べきだ ~beki,,da,"Deber (moral, social)"
4972,~かもしれない ~kamoshirenai Quizás ~ /,,Puede que,~
4973,~だろう / ~でしょう,,~darou / ~deshou,Probablemente ~ / Supongo que ~ / ¿Verdad?
4974,~なさい ~nasai,,Haz,"~ (imperativo suave, de padres a hijos, etc.)"
4975,~な,prohibición,No hagas,~ (imperativo negativo informal)
4976,お疲れ様です,おつかれさまです,Otsukaresama desu,Gracias por tu esfuerzo / Buen trabajo (formal)
4977,いらっしゃいませ,いらっしゃいませ,Irasshaimase,"Bienvenido / a (en tiendas, restaurantes)"
4978,お待たせしました,おまたせしました,Omatase shimashita,Disculpe por la espera / Gracias por esperar
4979,失礼します,しつれいします,Shitsurei shimasu,"Disculpe / Con permiso (al entrar, salir, interrumpir)"
4980,恐れ入ります,おそれいります,Osoreirimasu,"Disculpe / Gracias (muy formal, para pedir algo o agradecer)"
4981,ええと / えっと,ええと / えっと,eeto / etto,Emm... / Uh... (Para pensar)
4982,あのう / あの,あのう / あの,anou / ano,Emm... / Disculpe... (Para iniciar / dudar)
4983,そうですね …,,sou desu,ne... Déjame ver... / Pues sí... (Pensativo)
4984,うーん,うーん,uun,Mmmm... (Sonido pensativo)
4985,何て言うか,なんていうか,nante iu ka,Cómo decirlo... / Es como...
